SAMPLE_ID,URL,TEXT,HEIGHT,WIDTH,LICENSE,NSFW,similarity
3322435009238.0,https://img.letgo.com/images/45/15/30/5a/4515305a4a4fd1450eaafe59cae62c04.jpeg?impolicy=img_200,Gold plated bridal sets,200.0,150.0,?,UNLIKELY,0.3267512619495392
3361058000786.0,https://i.pinimg.com/originals/2d/81/e3/2d81e3e12bc0239ea8458cc3b6308191.jpg,"11 commandments of a team, download a free poster on Lean Strategies",646.0,917.0,?,UNLIKELY,0.3152172565460205
3845458011539.0,https://images.malayalam.indianexpress.com/2018/05/ipl-384x253.jpg,"ipl 2019 final, ipl final, ipl final venue, ipl final hyderabad, ipl final chennai, indian premier league final, tnca, chennai super kings, cricket",384.0,253.0,?,UNLIKELY,0.32393839955329895
693065012481.0,https://mir-s3-cdn-cf.behance.net/projects/202/21017801.5458142c06420.jpg,Baby Portraits - Pastel & Pencil,202.0,158.0,?,UNLIKELY,0.36037570238113403
2622891010891.0,https://az96929.vo.msecnd.net/img/01430/inventory/JG316878/large/2018-ram-ram-2500-crew-pickup-2.jpg?1445994556,"2018 Ram 2500 Crew Cab 4x4,  Pickup #JG316878 - photo 2",640.0,480.0,?,UNLIKELY,0.3185970187187195
2733411017837.0,https://photos.smugmug.com/Travel/Europe/England-Scotland-2008/i-kdnznnr/3/8acaff27/L/-20080226-162-L.jpg,Yorkminster windows,267.0,600.0,?,UNLIKELY,0.33397775888442993
3279087022720.0,https://a1c9fd6e407b46044151-ccb4f7d4d6f45dfb3ad745c5c1495007.ssl.cf1.rackcdn.com/v4/images_flowers/thumbs/6361458294439.jpg,Hong Kong online Florist - Lovely Lady Bouquet,350.0,350.0,?,UNLIKELY,0.3273276090621948
996465004062.0,http://cdn.shopify.com/s/files/1/0750/1017/products/t760220_cos_396x264_grande.jpg?v=1449615582,"Epson T760220 P600 Cyan Ink Cartridge (760), printers ink small format, Epson - Pictureline",396.0,264.0,?,UNLIKELY,0.4101196229457855
3649165006046.0,https://www.edressit.com/ProductImages/s174x262/201610/69621943-a4f0-48b6-988f-8d8e97fc173f.jpg,eDressit Short Sleeves Lace Applique Wedding Dress (01170707),259.0,390.0,?,UNLIKELY,0.32715779542922974
4149806006761.0,https://cdn.shopify.com/s/files/1/0024/1031/5839/products/Walnut-21012021-1.jpg?v=1611210125,Chic Leather Flatform - Tan,1200.0,1500.0,?,UNLIKELY,0.32494252920150757
2288365005028.0,https://www.kolumbus24.com/articlePics/190x190/11006347.jpg,Pro-Ject Perspective Anniversary - record player incl. 9-inch tonearm + MM cartridge Ortofon 2M bronze (transparent acrylic chassis / incl. Speed Box / incl. Phono RCA cable),225.0,225.0,?,UNLIKELY,0.3214704692363739
109229003793.0,http://pptac.http.internapcdn.net/pptac/imagesProducts2/16907.jpg,ULTRA WHEELS  GAUNTLET DUALLY 024 MATTE BLACK REAR RIM,320.0,320.0,?,UNLIKELY,0.3303261697292328
1649046016425.0,http://www.el-tony.com/wp-content/uploads/2014/01/BMW-M3-Crystal-City-Car-2014-Blue-Neon-HD-Wallpapers-design-by-Tony-Kokhan-www.el-tony.com_1-497x280.jpg,BMW-M3-Crystal-City-Car-2014-Blue-Neon-HD-Wallpapers--design-by-Tony-Kokhan-[www.el-tony.com],497.0,280.0,?,UNLIKELY,0.35015758872032166
1345447013655.0,https://img.shopstyle-cdn.com/sim/2b/9b/2b9b524c6c578963a31ad8fdfaa97531/pierre-hardy-sneakers.jpg,Pierre Hardy Sneakers,164.0,205.0,?,UNLIKELY,0.314333438873291
3058084015694.0,http://www.nano-pigment.com/uploads/201917301/small/transparent-iron-oxide-brown13523064564.jpg,Transparent Iron Oxide Brown,300.0,225.0,?,UNLIKELY,0.3318426311016083
3828433003129.0,https://img01.ztat.net/article/spp-media-p1/df0a3f199aaf36249ec84c1daa0e24c6/3ab816982d824c2fb0839bf4b3136bb9.jpg?imwidth=300,FEMALE LEAGUE ESSENTIAL - Cap - black,300.0,433.0,?,UNLIKELY,0.33989521861076355
10756004381.0,http://ecx.images-amazon.com/images/I/51YDM5DV6JL._SL160_SL150_.jpg,Ransom (Widescreen),105.0,150.0,?,UNLIKELY,0.3068029284477234
3740990013725.0,https://images.foreclosurelistings.com/thumb_p_29235050_709600707.jpg,"Chateau Heights Ct, Pleasanton CA",250.0,167.0,?,UNLIKELY,0.3272954821586609
214777007499.0,https://thumbs.dreamstime.com/t/hemp-field-detail-29331511.jpg,Hemp field detail Stock Image,240.0,160.0,?,UNLIKELY,0.3068254590034485
1013486007600.0,"https://01.img.society6.com/society6/img/mz3bX-boog4WgIE0ubcsmdGw2Ts/h_232,w_232/shower-curtains/~artwork/s6-0085/a/33598895_10669036/~~/tropical-garden-shower-curtain.jpg",Tropical Garden Shower Curtain,232.0,232.0,?,UNLIKELY,0.41546547412872314
3029385020093.0,https://cdn.shopify.com/s/files/1/2238/4125/products/4_82c957f2-9e83-4136-b409-4428f6d57882_110x110@2x.jpg?v=1513654243,Satin Woven Bag Rhinestone Evening Bags Solid Color Clutch,220.0,119.0,?,UNLIKELY,0.3413187265396118
2197398021154.0,https://images.fabric.com/images/251/251/0327133.jpg,Waverly Sun N Shade Panama Wave Mimosa Fabric,251.0,251.0,?,UNLIKELY,0.31855425238609314
2815009010519.0,https://ae01.alicdn.com/kf/HTB147WUknXYBeNkHFrdq6AiuVXai/2018-New-Jewelry-Real-Pearl-Earrings-S925-Pure-Silver-Wholesale-Archaize-Process-Female-Present-New-Products.jpg,цены 2018 New Jewelry Real Pearl Earrings S925 Pure Silver Wholesale Archaize Process Female Present New Products,1200.0,1200.0,?,UNLIKELY,0.31377866864204407
2828348004074.0,https://images.tcdn.com.br/img/img_prod/435678/180_473_1_20180126100015.jpg,Camiseta Red Hot Chili Peppers,180.0,180.0,?,UNLIKELY,0.3262193500995636
168979001562.0,http://static8.depositphotos.com/1483657/966/i/170/depositphotos_9662329-Kostroma.-Shopping-Arcade-and-the-dome-of-the-church-of-the-Saviour..jpg,"Kostroma. Shopping Arcade, and the dome of the church of the Saviour. — Stock Photo",113.0,168.0,?,UNLIKELY,0.31892168521881104
2121488008232.0,https://images.squarespace-cdn.com/content/554ff24fe4b04ac69cfb0bef/1442941166736-WI5ZK1R9ACN3OHR471B5/?format=1000w&content-type=image%2Fjpeg,"Luvvie Ajayi   Awesomely Luvvie   Luvvie Ajayi is an award-winning writer, digital strategist and speaker who thrives at the intersection of comedy, technology and activism. A 12-year blogging veteran, she covers all things pop culture on her blog AwesomelyLuvvie.com. Luvvie is also the Executive Director of The Red Pump Project, a national nonprofit that raises awareness about the impact of HIV/AIDS on women and girls, using red shoes as a symbol of empowerment. She is also an avid traveler and addicted to shoes. Her first book I'M JUDGING YOU is to be published in 2016 by Henry Holt and Company.",1000.0,1000.0,?,UNLIKELY,0.30326130986213684
1397228009001.0,http://direct.rhapsody.com/imageserver/images/Alb.301864/500x500.jpg,Different Light by The Bangles,500.0,500.0,?,UNLIKELY,0.3515130281448364
2506140015506.0,http://cdn3.bigcommerce.com/s-qoe1v9y2/products/204/images/393/Miele_Air_Clean_Filter_for_S2_S4_S5_S6_S7_S8_Series__75975.1421261933.190.285.png?c=2,Miele Super AirClean Filter  3pk,190.0,138.0,?,UNLIKELY,0.36427098512649536
1174309019142.0,http://www.eagleyephotography.ca/wp-content/uploads/2014/03/16-5889-page/Engagements-Icon.png,Engagements-Icon,400.0,300.0,?,UNLIKELY,0.3405372202396393
3642571018266.0,https://images2.drct2u.com/plp_full_width_1/products/lc/lc491/s08lc491730w.jpg,Navy Floral Print Short Sleeve Shirt Long,267.0,335.0,?,UNLIKELY,0.31667840480804443
447864005830.0,https://thumbs2.ebaystatic.com/d/l225/m/maFg-DpKAsKqdvxkXOuvIaw.jpg,PEZ Bee - Honey Nut Cheerios and Dispenser,165.0,225.0,?,UNLIKELY,0.36364418268203735
2024815005249.0,http://rickpatterson.richardsandsouthern.com/media/catalog/product/cache/356/small_image/640x/9df78eab33525d08d6e5fb8d27136e95/r/p/rp_camo_tee_pink_logo.png,Rick Patterson Good For Me Deer Camo Tee in Pink,640.0,640.0,?,UNLIKELY,0.32698333263397217
1270135014835.0,https://itempics-tigerchef.netdna-ssl.com/Flash-Furniture-WL-A277-NVY-GG-Mid-Back-Mesh-Task-Chair-with-Navy-Blue-Fabric-Seat-137229_xlarge.jpg,Flash Furniture WL-A277-NVY-GG Mid-Back Mesh Task Chair with Navy Blue Fabric Seat,1000.0,1000.0,?,UNLIKELY,0.32998645305633545
4257989046327.0,https://cdn.shopify.com/s/files/1/0286/5338/products/beginner-kendama-bundle-blue-2021_large.png?v=1610723760,Beginner Kendama Bundle,480.0,480.0,?,UNLIKELY,0.36986681818962097
2649137015551.0,https://www.oggiroma.it/public/news_foto/300x250_foto-x-scheda-film_20181024112138.PNG.jpg,Spettacoli - The Dawn Wall,350.0,292.0,?,UNLIKELY,0.33985260128974915
4089653007326.0,https://thumbs4.ebaystatic.com/m/mLSUzHE7ig1STBWKb9pEwdw/140.jpg,"""6U 19"""" White Comms Cabinet Network Data Wall Rack For Patch Panel Switch & PDU""",140.0,123.0,?,UNLIKELY,0.3127300441265106
3616034012233.0,http://perload.com/wp-content/uploads/2019/12/20191223102642-9.jpg,Tangy BBQ Sandwich Recipe,420.0,236.0,?,UNLIKELY,0.31439459323883057
3702349022350.0,https://123images.co/movies/1232894338-poster-Apostles-of-Comedy-Onwards-and-Upwards.jpg,Apostles of Comedy: Onwards and Upwards,220.0,330.0,?,UNLIKELY,0.32514989376068115
4150103020137.0,https://i.pcmag.com/imagery/reviews/03fHQY9HD9MenUVqaTWcrGs-10.fit_scale.size_1028x578.v_1569478952.png,How Much VPN Ip Vanish  Cost,1027.0,578.0,?,UNSURE,0.3577663004398346
3233105007145.0,https://photos.smugmug.com/Landscapes/Travel/North-America/Massachusetts/Massachusetts/i-qNFf6mC/0/53bd912e/S/Bulls-North-Carolina-Naismith-Memorial-Basketball-Hall-of-Fame-Springfield-Massachusetts-HDR-13-S.jpg,Bulls-North-Carolina-Naismith-Memorial-Basketball-Hall-of-Fame-Springfield-Massachusetts-HDR-13,400.0,267.0,?,UNLIKELY,0.30505871772766113
1844182002686.0,https://i.pinimg.com/originals/a1/44/f7/a144f77648f7b8f962d1f2d13a955eac.jpg,Peter Langner Spring/Summer 2015 wedding dress | Kurt Wilberding | The Knot blog,650.0,950.0,?,UNLIKELY,0.31847473978996277
2594683004875.0,http://sfwallpaper.com/images/call-of-duty-modern-warfare-wallpapers-18.jpg,Call Of Duty Modern Warfare 2 Wallpaper Ghost HD Wallpapers,1920.0,1200.0,?,UNLIKELY,0.32419195771217346
932603011076.0,http://bjornalberts.com/wp-content/uploads/2015/08/global-water-partnership-logo-bj%C3%B6rn-alberts-W180.png,global-water-partnership-logo-björn-alberts-W180,180.0,43.0,?,UNSURE,0.34117698669433594
1955168006435.0,http://tse1.mm.bing.net/th?id=OIP.s23KDvv64NMW9OILb5TQGQEsDH,craftsman floor plan craftsman house plans bandon 30 758 associated designs,300.0,199.0,?,UNLIKELY,0.32919761538505554
3657317017634.0,https://milestostyle.com/wp-content/uploads/2020/01/chimney-flue-repair-finish.jpg,Chimney Flue Repair Finish,909.0,768.0,?,UNLIKELY,0.31519344449043274
3656268018825.0,https://cdn.slots.org.ua/content/thumbs/300x225/screenshots/RU/Sunshine_Reef/Sunshine_Reef_4.jpg,Выплаты Sunshine Reef,300.0,225.0,?,UNLIKELY,0.33450645208358765
4112423015803.0,https://cdn.my1styears.com/media/catalog/product/cache/bee67d2f08e325f746791c93b5b03150/s/e/se_20110069_personalised_light_pink_cellular_blanket_1.jpg,Personalised Light Pink Cellular Blanket,500.0,500.0,?,UNLIKELY,0.3252611756324768
966882004618.0,http://thumbs1.ebaystatic.com/m/mqgZDS2szDIzPaEHIp50glw/140.jpg,Lets Go Fishing Boy And Cats 14 Count Cross Stitch Kit By Riolis 30cm x 30cm,139.0,140.0,?,UNLIKELY,0.3453056514263153
4265312004626.0,https://cdn.shopify.com/s/files/1/0862/0596/products/IMG_4741_a958deb5-e511-4ad0-aabf-be99445462f7_300x.JPG?v=1603017419,New Balance WR993BK Made in USA-Preorder Item-Navy Selected Shop,300.0,200.0,?,UNLIKELY,0.3088735342025757
4201160007652.0,https://cdn.shopify.com/s/files/1/0605/1065/products/1710390-gf_1024x1024.jpg?v=1597271142,Step by step Animaux & co,551.0,550.0,?,UNLIKELY,0.32822418212890625
75903005755.0,http://d2d00szk9na1qq.cloudfront.net/Product/fb0665ec-0073-45d6-a384-64c13d73a924/Images/Medium_CRS-685.jpg,Cindy's Purse Straps 24'' Flower Blue,251.0,251.0,?,UNLIKELY,0.3445553481578827
4034579021977.0,https://www.thebakerchick.com/wp-content/uploads/2015/02/Vacation-Tips-Collage-220x220.jpg,Our trip to Mexico (tips for traveling with a baby!),220.0,220.0,?,UNLIKELY,0.33833765983581543
2337041019118.0,https://thumbs.dreamstime.com/t/popcakes-coloridos-71492875.jpg,Popcakes coloridos Foto de Stock Royalty Free,120.0,160.0,?,UNLIKELY,0.3074192404747009
3817294020286.0,https://cdn.shopify.com/s/files/1/0132/2552/products/bluecirclesplate_200x200.jpg?v=1584991636,Blue Circles Fine Bone China Plate x Louise Bourgeois,196.0,200.0,?,UNLIKELY,0.33017998933792114
1340886014080.0,http://www.cowcow.com/img/4-189973524-0-1-1,Cherries Mini Coin Purses,240.0,240.0,?,UNLIKELY,0.3336644768714905
3474841015462.0,https://cdn.shopify.com/s/files/1/1944/4867/products/IMG_3988_180x.jpg?v=1575587335,Dark Gray Contemporary Bed Frame,180.0,197.0,?,UNLIKELY,0.3062836229801178
1774223002304.0,https://static3.bigstockphoto.com/9/0/2/large2/209740138.jpg,Coffe time Vector poster with phrase decor elements. Typography card image with lettering,450.0,470.0,?,UNLIKELY,0.3724975883960724
8224009739.0,http://i1.cpcache.com/product/557273773/rock_paper_scissors_gun_i_win_drinking_glass.jpg?color=White&height=160&width=160,Rock paper gun Pint Glasses,160.0,160.0,?,UNLIKELY,0.4312295913696289
3285006000937.0,https://images.squarespace-cdn.com/content/v1/57f3da4ee4fcb5591806e9dd/1480224891197-FOR853119J4B8U5AWVFZ/ke17ZwdGBToddI8pDm48kKaw-yiWCUT_dIkH-tML1b17gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmgbBA9KfxWpJIziZzus6eiKk2902cuAFAxZ2IsJyg1YVeZUliRyJ_WuC65h3JNMsj/1971+MV+750+four+road+test+01.jpg,1971 MV 750 four road test 01.jpg,1000.0,1333.0,?,UNLIKELY,0.33311524987220764
3666679013972.0,https://www.laphaholidays.com/uploads/package/rara%20lake%201.jpg,Rara Lake Tour,375.0,280.0,?,UNLIKELY,0.32019707560539246
1395399003811.0,https://www.picclickimg.com/d/l400/pict/222520787304_/Vintage-1992-Tweety-Bird-Plastic-Collectors-Mug-Cup.jpg,Vintage 1992 Tweety Bird Plastic Collectors Mug Cup Warner Bros,400.0,266.0,?,UNLIKELY,0.407186895608902
3929858004929.0,https://crazyharrysbar.com/wp-content/uploads/2017/07/Wood-Stockade-Fence-Panels.jpg,Wood Stockade Fence Panels,900.0,679.0,?,UNLIKELY,0.31735432147979736
1338156018540.0,http://m.sothebysrealty.com/236i215/efrcr7t42s6x4kp4krjn0tny61i215,"Additional photo for property listing at Fantastic pieds dans l'eau opportunity on Lake Como Via Pliniana Torno, Como 22020 Italie",1800.0,1200.0,?,UNLIKELY,0.3095722198486328
18792040778.0,https://www.imaging-resource.com/NPICS1/EASYSHOT_500Z_1_S.JPG,"Concord's EasyShot 500z digital camera. Courtesy of Concord, with modifications by Michael R. Tomkins. Click for a bigger picture!",300.0,229.0,?,UNLIKELY,0.3800044357776642
1106939008255.0,https://img.scoop.it/1rJAXWegDpqIruFQ83TESDl72eJkfbmt4t8yenImKBVvK0kTmF0xjctABnaLJIm9,"Midnight Delivery Service: manda un a cartolina sincronizzata a mezzanotte ai tuoi amici | Social Media (network, technology, blog, community, virtual reality, etc...) | Scoop.it",255.0,172.0,?,UNLIKELY,0.34878501296043396
2822390000099.0,https://s3.amazonaws.com/asm-cart/media/tires/hercules-terra-trac-at-ii.jpg,245/70R16 Hercules Tires Terra Trac AT II,500.0,500.0,?,UNLIKELY,0.3238830864429474
13726009530.0,http://cdn.emilea.be/img/medium/1111-1.jpg,Danefæ super cute softshell coverall for boys,150.0,180.0,?,UNLIKELY,0.34076908230781555
2826521009858.0,https://i.ytimg.com/vi/w49Ubb5ZWg0/mqdefault.jpg,DIY plastic cutter knife,320.0,180.0,?,UNLIKELY,0.3285544514656067
4001745019768.0,https://www.superbigstore.com/assets/uploads/products/normal/20190730133236.jpg,Pampers Active Baby Large Size Diapers (78 count),240.0,240.0,?,UNLIKELY,0.34783855080604553
2421904001103.0,https://images.squarespace-cdn.com/content/527e7816e4b0aea5e056d52d/1458064690737-LO1H9ZBV17EH1QDAXD2K/Chaplains%2B%26%2BSocial%2BWorkers%2Bat%2BFort%2BBenning%2Bcreate%2Ba%2Blabyrinth.jpg?format=1000w&content-type=image%2Fjpeg,Chaplains+&+Social+Workers+at+Fort+Benning+create+a+labyrinth.jpg,1000.0,747.0,?,UNLIKELY,0.32202762365341187
1880640005998.0,https://csosoundsandstories.org/wp-content/uploads/maos-732x1024.jpg,"Jiang Quig and Mao Zedong, Madame and Chairman Mao, in 1945. | Photo: Library of Congress",732.0,1024.0,?,UNLIKELY,0.39911895990371704
2679349003155.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWu6pK8Nkg1awWFODnv9lY-SSS2g-QPdJODxFCAY0TCvCSFV6oww,Christian Quote Pictures,310.0,163.0,?,UNLIKELY,0.3001963496208191
3672621017212.0,https://www.meeum.com/wp-content/uploads/2019/01/dimitar-donovski-774801-unsplash-400x300.jpg,brown wooden fence beside green trees and grass,400.0,300.0,?,UNLIKELY,0.3049968183040619
4032912017037.0,https://5prorwxhkmrnjij.leadongcdn.com/cloud/lnBpkKpkRiiSkiqrjrlir/3wangzhanyasuo.jpg,Plywood Machine High Quality 4 Feet Veneer Peeling Machine,400.0,400.0,?,UNLIKELY,0.32889455556869507
1975795005429.0,https://i.pinimg.com/236x/a0/70/cb/a070cb5cb9a37b7bac97001efbf339c9--young-fashion-street-style-fashion.jpg,Love everything about this off the shoulders baby blue top paired with the high waisted white pants.,236.0,359.0,?,UNLIKELY,0.33415284752845764
4017567016069.0,https://thumbs.microstock.in/unsafe/http://microstock-in.s3.amazonaws.com/catalog/product/thumbnail/1/BUSINESS-AND-FINANCE/Flyer-Set_110062387_thumbnail.jpg,Collection of six stylish flyers and menu cards design decorated with sweet ice-cream and cupcakes.,253.0,256.0,?,UNLIKELY,0.34678974747657776
3680729018409.0,https://http2.mlstatic.com/D_NQ_NP_749273-MLA31355443898_072019-W.jpg,Tapacanto Blanco Pvc 22mm X 300 Mtrs Sin Cola Canto Abc,568.0,431.0,?,UNLIKELY,0.3248707950115204
3650448014967.0,https://cdn.shopify.com/s/files/1/0265/9830/9993/products/qt0oxuvzn5fmvhahbd97_300x.jpg?v=1588279843,"Lotus Flower Wind Spinner Garden Stake with Four Metallic Flowers, 17 by 76 Inches",300.0,300.0,?,UNLIKELY,0.3750932514667511
1872128013740.0,https://www.picclickimg.com/d/l400/pict/152766767224_/Vintage-1950s-Madame-Alexander-Tagged-CISSY-gown-Navy.jpg,Vintage 1950s Madame Alexander Tagged CISSY gown Navy with tulle Taffeta dress,400.0,300.0,?,UNLIKELY,0.3263557255268097
1305538001478.0,https://sc02.alicdn.com/kf/HTB1FTPWKFXXXXa5XFXXq6xXFXXXC/Mobile-Phone-LCD-Display-Screen-For-HTC.jpg_220x220.jpg,Mobile Phone LCD Display Screen For HTC Legend A6363 G6,219.0,220.0,?,UNLIKELY,0.3118157386779785
2685909017550.0,https://ecdn.teacherspayteachers.com/thumbitem/Articulation-Print-Go-PBTDMNHW-1784021-1511343261/original-1784021-4.jpg,"Articulation Activities Print & Go - P,B,T,D,M,N,H,W",350.0,350.0,?,UNLIKELY,0.3060438334941864
4212736939.0,http://cache2.artprintimages.com/p/MED/55/5561/ISLLG00Z/art-print/albert-king-with-stevie-ray-vaughan-in-session.jpg,Albert King with Stevie Ray Vaughan - In Session,160.0,160.0,,UNLIKELY,0.35555195808410645
2341194001178.0,http://websportworld.com/img/Horse/pug-opoly-a-board-game-of-tail-wagging-fun.jpg,Pug-opoly: A Board Game Of Tail-wagging Fun!,549.0,548.0,?,UNLIKELY,0.40255042910575867
2536716011834.0,https://inspirecast.ca/wp-content/uploads/2018/04/101-Doing-not-learning-to-do-is-the-essence-of-entrepreneurship-Guy-Kawasaki-4-360x240.jpg,"Doing, not learning to do, is the essence of entrepreneurship. — Guy Kawasaki",360.0,240.0,?,UNLIKELY,0.37366774678230286
3918930006437.0,https://cdn.shopify.com/s/files/1/0049/3436/9347/products/CDC-0288TinWoodmanC_300x300.jpg?v=1589999324,Oz-Tin Man Diecut Card,136.0,299.0,?,UNLIKELY,0.30649611353874207
2955567011414.0,https://d3fa68hw0m2vcc.cloudfront.net/086/201800440.jpeg,Top Trumps: Harry Potter - Half blood Prince,165.0,270.0,?,UNLIKELY,0.3426496684551239
1956520002609.0,http://www.opportunitybuying.com/j_TEST/components/com_virtuemart/show_image_in_imgtag.php?filename=resized%2F_Revlon_Accent_E_5a466f1b1c9d6_200x200.jpg&amp;newxsize=200&amp;newysize=200&amp;fileout=,`Revlon Accent Eyelashes A05,69.0,200.0,?,UNLIKELY,0.37996599078178406
1656120010749.0,https://i.ebayimg.com/thumbs/images/g/hqoAAOSw8d9UsNAb/s-l225.jpg,Easacom Tc-1200pp Phone Counter Printer Records + Prints Call ID Information,225.0,169.0,?,UNLIKELY,0.34287673234939575
4106818011132.0,https://dtrpg-public-files.s3.us-east-2.amazonaws.com/images/5397/339100-thumb140.jpg,"Righteous Blood, Ruthless Blades: Wuxia Roleplaying",140.0,209.0,?,UNLIKELY,0.3572925627231598
8346045108.0,http://outlawdrivingschool.com/images/logo.png,Outloaw Driving School,225.0,145.0,?,UNLIKELY,0.31145650148391724
5326789889.0,http://ecx.images-amazon.com/images/P/1575840308.01._SL160_SCLZZZZZZZ__.jpg,"MacDonald, Fiona: Castle Siege",90.0,140.0,,UNLIKELY,0.32776159048080444
3829646002068.0,https://cdn.shopify.com/s/files/1/0270/7990/1236/products/baskets-21.web_300x300.jpg?v=1575916286,Weaved Basket with Lid,300.0,200.0,?,UNLIKELY,0.31632015109062195
70504007361.0,http://i00.i.aliimg.com/wsphoto/v0/1256245144/Newest_Wallet_style_Power_Bank_20000mAh_USB_Battery_Charger_External_Battery_Pack_With_LED_Lighting.jpg_200x200.jpg,Newest Wallet style Power Bank 20000mAh USB Battery Charger External Battery Pack With LED Lighting,200.0,200.0,?,UNLIKELY,0.35805171728134155
3993880035265.0,https://www.rarefilmsandmore.com/Media/Thumbs/0003/0003990-des-teufels-general-the-devils-general-1955-with-switchable-english-subtitles--125.jpg,Bild von DES TEUFELS GENERAL (The Devil's General) (1955)   * with switchable English subtitles *,88.0,125.0,?,UNLIKELY,0.365166574716568
2638495006009.0,https://cdn.babymarkt.com/babymarkt/mainimage/A211913/390/AUTHENTIC-SPORTS-Aluminium-Scooter-Muuwmi-Neon-125-mm-mit-Leuchtrollen.jpg,Authentic Sports Aluminium Scooter Muuwmi Neon 125 mm mit Leuchtrollen grün,390.0,390.0,?,UNLIKELY,0.34121474623680115
2650379011701.0,https://cdn.decoist.com/wp-content/uploads/2013/11/Soft-shade-of-yellow-for-the-gym.jpg,Home gym ideas and rooms to empower your workouts,600.0,396.0,?,UNLIKELY,0.33854129910469055
4225447004724.0,https://images-na.ssl-images-amazon.com/images/I/91qTn6ici%2BL._AC_SL1500_.jpg,"Genuine GI US Military 100% Cotton Canvas Laundry Bag, Olive Drab Green (3 Count)",1393.0,1500.0,?,UNLIKELY,0.3175351917743683
93012004140.0,http://static7.depositphotos.com/1016682/677/i/110/depositphotos_6777731-Notre-Dame-de-Paris-at-Christmas.jpg,Notre-Dame de Paris at Christmas — Foto Stock #6777731,110.0,110.0,?,UNLIKELY,0.36067041754722595
1115731000205.0,https://static2.stuff.co.nz/1399341668/544/10014544_600x400.jpg,Best & Worst Dressed: Met Gala,599.0,400.0,?,NSFW,0.306196004152298
